"tp","cl","ph","redox","leit","trueb","cl_2","fm","fm_2","event"
7,0.17,8.33,752,211,0.024,0.113,1604,804,0
7,0.16,8.34,753,211,0.022,0.113,1587,803,0
7,0.16,8.33,753,211,0.022,0.111,1582,804,0
7,0.16,8.32,753,211,0.021,0.111,1605,805,0
7,0.16,8.32,752,211,0.021,0.111,1608,803,0
7,0.16,8.32,753,211,0.021,0.113,1712,799,0
7,0.17,8.31,752,211,0.021,0.114,1659,800,0
7,0.17,8.31,752,211,0.021,0.111,1657,800,0
7,0.17,8.31,753,211,0.022,0.113,1633,810,0
7,0.17,8.31,752,211,0.021,0.113,1622,803,0
7,0.17,8.31,753,211,0.021,0.111,1657,806,0
7,0.17,8.31,753,211,0.021,0.113,1631,803,0
7,0.17,8.3,753,211,0.021,0.114,1657,803,0
7,0.17,8.31,753,211,0.021,0.113,1659,804,0
7,0.17,8.3,754,211,0.021,0.113,1685,804,0
7,0.17,8.3,754,211,0.021,0.114,1642,797,0
7,0.17,8.31,753,211,0.022,0.113,1666,800,0
7,0.17,8.3,753,211,0.022,0.114,1709,798,0
7,0.17,8.3,753,211,0.022,0.113,1653,806,0
7,0.17,8.3,754,211,0.022,0.113,1662,811,0
7,0.17,8.3,754,211,0.022,0.114,1651,810,0
7,0.17,8.3,752,211,0.021,0.113,1734,809,0
7,0.17,8.31,753,211,0.022,0.113,1673,855,0
7,0.17,8.31,754,211,0.022,0.114,1688,861,0
7,0.17,8.31,753,211,0.022,0.114,1667,868,0
7,0.17,8.31,754,211,0.022,0.113,1620,868,0
7,0.17,8.31,754,211,0.022,0.113,1593,868,0
7,0.17,8.31,752,211,0.022,0.114,1603,875,0
7,0.18,8.3,753,211,0.022,0.114,1597,873,0
7,0.17,8.3,754,211,0.021,0.113,1640,878,0
7,0.17,8.3,754,211,0.023,0.114,1650,875,0
7,0.17,8.3,753,211,0.022,0.113,1592,873,0
7,0.17,8.31,754,211,0.021,0.114,1649,864,0
7,0.17,8.3,754,211,0.022,0.114,1614,864,0
7,0.17,8.3,753,211,0.021,0.114,1622,869,0
7,0.16,8.3,753,211,0.022,0.114,1636,868,0
7,0.17,8.3,754,211,0.022,0.114,1627,872,0
7,0.17,8.3,753,211,0.021,0.114,1633,873,0
7,0.17,8.3,754,211,0.021,0.114,1650,873,0
7,0.16,8.29,754,211,0.021,0.114,1636,873,0
7,0.16,8.29,753,211,0.021,0.113,1627,868,0
7,0.16,8.28,754,211,0.022,0.114,1649,866,0
7,0.16,8.28,754,211,0.022,0.113,1671,868,0
7,0.16,8.28,753,211,0.023,0.113,1663,864,0
7,0.17,8.28,754,211,0.024,0.114,1665,869,0
7,0.16,8.28,753,211,0.022,0.114,1644,868,0
7,0.17,8.28,754,211,0.022,0.114,1636,866,0
7,0.17,8.28,755,211,0.022,0.114,1659,876,0
7,0.17,8.28,754,211,0.022,0.114,1625,869,0
7,0.17,8.27,754,211,0.022,0.114,1621,868,0
7,0.17,8.27,754,211,0.022,0.114,1621,873,0
7,0.17,8.26,754,211,0.022,0.114,1645,876,0
7,0.17,8.27,754,211,0.022,0.114,1614,873,0
7,0.17,8.26,754,211,0.022,0.114,1648,870,0
7,0.17,8.26,754,211,0.023,0.114,1626,870,0
7,0.17,8.26,755,211,0.023,0.114,1677,869,0
7,0.17,8.26,754,211,0.022,0.114,1619,869,0
7,0.17,8.26,754,211,0.023,0.114,1634,868,0
7,0.17,8.26,754,211,0.023,0.114,1604,866,0
7,0.17,8.26,754,211,0.023,0.114,1615,876,0
7,0.17,8.26,755,211,0.023,0.114,1611,872,0
7,0.17,8.26,754,211,0.023,0.114,1586,868,0
7,0.17,8.26,754,211,0.023,0.116,1527,872,0
7,0.17,8.26,754,211,0.023,0.114,1568,873,0
7,0.17,8.26,754,211,0.023,0.114,1561,873,0
7,0.17,8.26,754,211,0.023,0.116,1515,869,0
7,0.17,8.26,754,211,0.027,0.114,1549,870,0
7,0.17,8.26,754,211,0.028,0.114,1526,872,0
7,0.16,8.26,754,211,0.023,0.114,1550,875,0
7,0.16,8.26,754,211,0.023,0.116,1547,872,0
7,0.16,8.26,754,211,0.023,0.114,1532,869,0
7,0.16,8.26,754,211,0.022,0.116,1543,870,0
7,0.16,8.26,754,211,0.022,0.114,1563,869,0
7,0.16,8.26,754,211,0.022,0.114,1530,866,0
7,0.16,8.26,754,211,0.022,0.116,1486,869,0
7,0.16,8.26,754,211,0.022,0.114,1488,878,0
7,0.16,8.26,754,211,0.022,0.114,1520,869,0
7,0.16,8.26,754,211,0.023,0.114,1521,873,0
7,0.16,8.26,754,211,0.022,0.116,1504,870,0
7,0.16,8.26,754,211,0.022,0.114,1516,869,0
7,0.16,8.26,754,211,0.022,0.114,1543,866,0
7,0.16,8.26,754,211,0.022,0.114,1503,876,0
7,0.17,8.26,754,211,0.022,0.114,1549,869,0
7,0.17,8.26,754,211,0.022,0.116,1546,869,0
7,0.17,8.26,754,211,0.022,0.114,1547,872,0
7,0.17,8.27,753,211,0.022,0.114,1521,879,0
7,0.17,8.27,754,211,0.022,0.114,1503,878,0
7,0.17,8.28,754,211,0.022,0.114,1535,872,0
7,0.17,8.28,754,211,0.022,0.114,1509,876,0
7,0.17,8.28,754,211,0.023,0.114,1517,869,0
7,0.17,8.28,754,211,0.028,0.114,1545,866,0
7,0.17,8.28,753,211,0.022,0.114,1526,868,0
7,0.17,8.28,754,211,0.022,0.114,1538,869,0
7,0.17,8.29,754,211,0.022,0.114,1630,869,0
7,0.17,8.3,754,211,0.022,0.114,1581,872,0
7,0.17,8.3,754,211,0.022,0.116,1572,872,0
7,0.17,8.3,754,211,0.022,0.116,1491,866,0
7,0.17,8.3,754,211,0.023,0.114,1533,873,0
7,0.17,8.3,754,211,0.022,0.114,1509,875,0
7,0.17,8.3,754,211,0.023,0.114,1505,878,0
7,0.17,8.3,754,211,0.023,0.114,1489,869,0
7,0.17,8.3,754,211,0.023,0.113,1511,869,0
7,0.17,8.3,754,211,0.023,0.114,1476,870,0
7,0.17,8.3,752,211,0.038,0.114,1493,872,0
7,0.17,8.3,754,211,0.023,0.114,1512,866,0
7,0.17,8.3,754,211,0.023,0.114,1515,866,0
7,0.17,8.3,753,211,0.023,0.114,1509,869,0
7,0.17,8.3,754,211,0.023,0.114,1518,869,0
7,0.17,8.3,754,211,0.023,0.114,1503,869,0
7,0.16,8.3,754,211,0.023,0.114,1460,872,0
7,0.17,8.3,754,211,0.023,0.113,1497,875,0
7,0.16,8.3,754,211,0.023,0.113,1498,863,0
7,0.16,8.3,754,211,0.023,0.114,1506,868,0
7,0.16,8.3,753,211,0.023,0.114,1488,876,0
7,0.16,8.3,754,211,0.023,0.114,1511,878,0
7,0.16,8.29,754,211,0.023,0.114,1487,875,0
7,0.16,8.29,753,211,0.023,0.113,1458,863,0
7,0.16,8.29,754,211,0.023,0.113,1509,873,0
7,0.16,8.29,753,211,0.023,0.113,1504,875,0
7,0.16,8.28,754,210,0.023,0.113,1469,881,0
7,0.17,8.28,753,211,0.023,0.113,1491,873,0
7,0.17,8.28,754,211,0.022,0.113,1505,876,0
7,0.17,8.28,753,210,0.022,0.113,1466,872,0
7,0.17,8.28,754,211,0.022,0.111,1511,875,0
7,0.17,8.28,754,211,0.022,0.113,1494,872,0
7,0.17,8.28,754,211,0.022,0.111,1527,868,0
7,0.17,8.28,753,211,0.022,0.113,1505,864,0
7,0.17,8.28,753,211,0.022,0.113,1511,872,0
7,0.18,8.28,754,211,0.022,0.113,1498,876,0
7,0.17,8.28,753,211,0.022,0.113,1505,881,0
7,0.17,8.28,753,211,0.022,0.111,1510,878,0
7,0.17,8.28,754,210,0.021,0.111,1511,876,0
7,0.17,8.29,753,211,0.021,0.113,1520,876,0
7,0.17,8.29,754,211,0.022,0.114,1494,879,0
7,0.17,8.29,754,210,0.022,0.113,1482,873,0
7,0.17,8.29,754,211,0.022,0.111,1465,879,0
7,0.16,8.29,753,211,0.022,0.111,1483,873,0
7,0.17,8.29,753,211,0.022,0.111,1453,873,0
7,0.17,8.3,753,211,0.022,0.11,1437,875,0
7,0.17,8.3,753,211,0.022,0.11,1436,876,0
7,0.17,8.3,752,211,0.022,0.11,1430,873,0
7,0.17,8.31,753,211,0.022,0.11,1451,880,0
7,0.17,8.31,753,211,0.023,0.11,1466,873,0
7,0.17,8.32,752,211,0.022,0.11,1464,872,0
7,0.17,8.32,753,211,0.022,0.111,1480,872,0
7,0.17,8.32,752,210,0.022,0.11,1472,876,0
7,0.17,8.32,753,210,0.022,0.111,1452,878,0
7,0.17,8.32,752,211,0.022,0.11,1429,876,0
6.9,0.17,8.33,751,210,0.021,0.111,1451,880,0
7,0.16,8.33,752,211,0.021,0.11,1443,876,0
7,0.16,8.34,752,211,0.021,0.11,1515,879,0
7,0.17,8.34,751,211,0.022,0.11,1495,875,0
7,0.17,8.35,752,211,0.022,0.11,1475,879,0
7,0.17,8.35,752,210,0.022,0.108,1469,878,0
7,0.17,8.35,751,211,0.022,0.109,1422,875,0
7,0.17,8.35,752,210,0.022,0.11,1451,879,0
7,0.17,8.35,751,211,0.024,0.108,1430,885,0
7,0.17,8.36,751,210,0.021,0.108,1417,876,0
7,0.17,8.37,751,211,0.021,0.108,1447,878,0
7,0.17,8.36,751,211,0.021,0.109,1453,876,0
7,0.17,8.36,751,211,0.021,0.109,1459,875,0
7,0.17,8.36,752,210,0.021,0.109,1431,875,0
